track_name,title,url,job_type,client_location,description,experience_level,skills,proposals,interviewing,invites_sent,unanswered_invites,client_total_spent,duration,hires,active,average_budget,work_hours_Flexible,work_hours_Less than 30 hrs/week,work_hours_More than 30 hrs/week,reversed_log_client_total_spent
android_developer,Backend & API Setup for a Completed Dating App – $250 Fixed Price,https://www.upwork.com/jobs/Backend-API-Setup-for-Completed-Dating-App-250-Fixed-Price_~021898334807276496931/?referrer_url_path=/nx/search/jobs/,1,United Kingdom,"Backend & API Setup for a Completed Dating App – $250 Fixed Price (Non-Negotiable)
We are Nelstrick Tech, an emerging startup tech company with exciting projects on the horizon. Right now, we’re looking for a highly skilled and self-sufficient developer to finalize the backend and technical aspects of our dating app. The design is already completed, so your focus will be on ensuring the app functions flawlessly.

What We Need from You:
✅ Backend/API Integration – Set up and optimize the app’s backend for smooth performance
✅ Subscription Implementation – Monthly recurring payment of £4.99 with a 3-day free trial
✅ User Actions & Interactions – Ensure all features work as they should
✅ Final Testing & Debugging – Conduct thorough checks before the official launch

Why Join Us?
🔹 We are a startup with multiple tech projects in the pipeline—this could lead to more opportunities for the right candidate
🔹 Work on an app with a unique niche and strong potential for growth
🔹 No unnecessary design work—just technical implementation and optimization

Important Details (READ BEFORE APPLYING):
💰 Fixed price: $250 – This is FINAL and NON-NEGOTIABLE. If your rate is higher, please do not apply.
🛠 The app is built on FlutterFlow – you will have full access
🚀 We need someone who works independently and is a strong problem solver

Before Applying:
We’ve provided clear and detailed instructions on this project, so please read everything carefully before submitting a proposal. If you have any specific questions, feel free to ask—but avoid asking for details already covered in this post.

If you’re confident in your abilities, can work within the stated budget, and want to be part of a growing tech company, we’d love to hear from you! 🚀",3,"['Google Play', 'API', 'Hybrid App Development', 'Tablet', 'iOS Development', 'Android App Development', 'API Integration', 'Mobile App Development', 'iOS', 'Smartphone', 'Web Development', 'User Authentication', 'Android']",3,0.0,0.0,0.0,110.0,0,2.0,0.0,250.0,1,0,0,110.00000000000004
android_developer,Looking for a Developer to Install & Customize Codecanyon Android & iOS Apps,https://www.upwork.com/jobs/Looking-for-span-class-highlight-Developer-span-Install-amp-Customize-Codecanyon-span-class-highlight-Android-span-amp-iOS-Apps_~021898333601672670186/?referrer_url_path=/nx/search/jobs/,0,India,"We are looking for an experienced mobile app developer to install, configure, and customize Codecanyon scripts for Android and iOS. The selected freelancer should have experience deploying Flutter, React Native, or Native Android/iOS apps and ensuring they function properly.

Key Responsibilities:
Install and set up Android & iOS apps from Codecanyon.
Configure Firebase, APIs, and backend (if required).
Customize branding (logo, colors, app name, etc.).
Generate and provide APK, AAB (for Play Store), and IPA (for App Store) builds.
Set up push notifications, payment gateways, and any third-party integrations.
Fix any installation issues and optimize performance.
Assist with Play Store and App Store submissions (if needed).
Requirements:
Experience with Flutter, React Native, Java (Android), or Swift (iOS).
Familiarity with Firebase setup (FCM, Firestore, Authentication, etc.).
Strong understanding of Google Play Console & Apple Developer Account submission processes.
Experience with REST APIs, third-party SDKs, and payment integrations (Stripe, PayPal, Razorpay, etc.).
Ability to troubleshoot and resolve errors during deployment.
Preferred Qualifications:
Experience modifying app UI and functionalities.
Previous successful deployments of Codecanyon scripts.
Knowledge of Xcode, Android Studio, and app signing.
Understanding of App Store & Play Store guidelines.
How to Apply:
Share your previous experience with deploying Codecanyon apps.
Mention the technologies and platforms you are comfortable working with.
Provide examples of apps you’ve successfully installed and customized.
Let us know your estimated timeline for installation and setup.",3,"['PHP', 'Web Design', 'Web Development', 'WordPress', 'Haskell', 'JavaScript']",1,0.0,0.0,0.0,35.0,2,1.0,0.0,8.5,0,1,0,34.99999999999999
android_developer,Work on Existing Java/Kotlin Android App using Team Viewer,https://www.upwork.com/jobs/Work-Existing-Java-Kotlin-span-class-highlight-Android-span-App-using-Team-Viewer_~021898320169128897514/?referrer_url_path=/nx/search/jobs/,1,India,"Project Details



We are seeking a freelancer to work on an Android app for schools and colleges. The app consists of multiple modules and is available on the Google Play Store in two versions: one for teachers/faculty and another for students/parents.



Scope of Work



As a freelancer, you will be required to:



1. Resolve issues with Push Notifications:

  - Fix errors in the existing code or library.

  - Implement notifications for the following modules:

    - Teacher App: Notice Board, Mail Box, Exam Marks, Co-Scholastics, Exam-Attendance, and Remarks.

    - Student App: Class Work, Home Work, Mail Box, Notice Board, Exam Schedule, and Exam Result.

2. Resolve issues with Aadhar Card Notification/Update:

  - Fix errors in the existing code or library.

  - Implement the Aadhar pop-up notification as per the specified logic.

3. Develop the Student Fees Payment module:

  - Create a new module for online fee payment using a payment gateway.

  - Implement the following features:

    - Payment for single or multiple fees.

    - Display of pending and paid fee structures.

    - Option for parents to download and save money receipts.



Technical Requirements



- The project will be developed using Kotlin, MySQL, and PHP 5.6.

- The freelancer will work on our laptop using Team Viewer.

- Access to APIs, web sub-admin, and payment gateway admin will be provided.



Payment and Terms



- Total payment for the project: $150

- Payment will be deposited with TrueLancer and released upon completion of the project.

- Project timeline: 15 days.

- The freelancer must resolve issues related to Aadhar pop-up and push notification first.

- Thorough testing will be conducted to ensure compatibility with all devices.

READ ATTACHED DOCUMENT PROPERLY BEFORE SUBMITTING BID



- The freelancer must maintain a record of changes made to the app in an Excel sheet provided by us.



Additional Requirements



- The freelancer must maintain strict privacy and confidentiality of data.

- Ensuring compatibility with the Google Play Store is the freelancer's responsibility.

- In case of delays, the freelancer must obtain consent from us via email.

- Payment for part-completed work is at our discretion.

- Before starting work, the freelancer must discuss the project with us to ensure a clear understanding.



Please confirm your acceptance of these terms and conditions before commencing work.",3,"['Product Management', 'Tablet', 'iOS Development', 'Android App Development', 'Native App Development', 'Mobile App Development', 'MySQL', 'iOS', 'PHP', 'Smartphone', 'Firebase', 'User Authentication', 'Android']",2,6.0,15.0,5.0,200.0,0,1.0,0.0,150.0,1,0,0,199.99999999999991
android_developer,"Senior Flutter, flutterflow with experience in API integration",https://www.upwork.com/jobs/Senior-Flutter-flutterflow-with-experience-API-integration_~021898315252323952675/?referrer_url_path=/nx/search/jobs/,1,Germany,"We are looking for a senior freelance front-end developer to help build and refine the UI for a football networking and e-learning app designed for amateur and aspiring players. The ideal candidate has strong experience in Flutter or FlutterFlow, is comfortable working with REST APIs and Firebase, and can translate Figma designs into a smooth, responsive user experience. You’ll collaborate with our back-end developers and product manager to implement key features, ensuring performance, accessibility, and a seamless mobile-first interface.  

The app includes social networking, player self-assessments, match organization, and football news, and we need someone who can bring these features to life with engaging UI interactions. Experience with animations, real-time updates, and sports-related platforms is a plus. This is a freelance remote role with milestone-based payments, offering an opportunity to work on an innovative football startup. If you’re passionate about front-end development and football, we’d love to hear from you!",3,"['Product Management', 'API', 'Tablet', 'iOS Development', 'Android App Development', 'API Integration', 'iOS', 'Smartphone', 'Flutter', 'Mobile App Development', 'User Authentication', 'Android']",3,0.0,1.0,0.0,,0,1.0,1.0,300.0,1,0,0,2992.0480503341832
android_developer,AI-Driven Running Form Analysis App Development,https://www.upwork.com/jobs/Driven-Running-Form-Analysis-App-span-class-highlight-Development-span_~021898284914244988880/?referrer_url_path=/nx/search/jobs/,0,United States,"We are seeking a developer to create an app that utilizes AI technology to analyze walking form. The app will provide personalized biomechanics insights, helping users prevent injuries and enhance their performance. Ideal candidates should have a strong background in mobile app development, AI integration, and user experience design. If you have the skills to build a user-friendly app that delivers valuable feedback to anyone that uses it, that would be amazing.",2,"['Node.js', 'API', 'Web Design', 'JavaScript', 'API Integration', 'PHP', 'Python', 'WordPress', 'Web Development', 'Ecommerce Website', 'Java', 'Android']",3,0.0,0.0,0.0,210.0,2,1.0,0.0,25.0,0,0,1,209.99999999999994
android_developer,"Debug and Stabilize Multi-Service Application (PHP, Java, Swift)",https://www.upwork.com/jobs/Debug-and-Stabilize-Multi-Service-Application-PHP-Java-Swift_~021898280107506871274/?referrer_url_path=/nx/search/jobs/,1,United States,"We are seeking an experienced developer to debug and stabilize our recently upgraded multi-service application. The platform includes:
• Backend: PHP 8.3
• Android Apps: Java (SDK 3.5)
• iOS Apps: Swift
• Website: PHP (linked to the backend)
• Database: MySQL with an Admin Panel

⸻

Scope of Work

• Ensure the PHP 8.3 upgrade is stable — fix any deprecated functions, database queries, or compatibility issues.
• Check error logs (error_log, Apache/Nginx) for migration issues.
• Verify that the Android and iOS apps are compatible with the updated backend and ensure APIs are properly integrated.
• Ensure the website functions correctly with the new backend.
• Check that the MySQL database and Admin Panel are stable and working as expected.

⸻

Requirements

• Experience with native multi-platform applications in PHP, Java and Swift.

A plus if :

• Familiarity with Cloudflare for CDN and security.
• Ability to troubleshoot and fix compatibility issues efficiently.

⸻

💲 Budget: $300 (Fixed-price)

If you’re experienced in debugging multi-service platforms and can quickly stabilize our system, we’d love to hear from you!",3,"['Node.js', 'API', 'Web Design', 'JavaScript', 'Full-Stack Development', 'API Integration', 'RESTful API', 'MySQL', 'PHP', 'WordPress', 'Swift', 'Web Development', 'Ecommerce Website', 'Java']",1,3.0,8.0,6.0,,0,1.0,1.0,300.0,1,0,0,2992.0480503341832
android_developer,Mobile App Developer for Homeowner Service Booking Platform,https://www.upwork.com/jobs/Mobile-App-span-class-highlight-Developer-span-for-Homeowner-Service-Booking-Platform_~021898272053909994618/?referrer_url_path=/nx/search/jobs/,1,Mexico,"We're looking for a talented mobile developer to create a homeowner-focused application that allows users to discover, book, and manage service providers.

The project includes:

Building a secure user authentication and profile management system
Developing an intuitive service discovery and search functionality
Creating detailed service and provider profile pages
Implementing a booking and scheduling system with calendar integration
Building a secure payment system with escrow functionality
Developing project tracking and management capabilities
Creating a real-time messaging system between homeowners and providers
Implementing ratings and reviews functionality
Building service history tracking with document access
Ensuring performance optimization and successful app store deployment

The successful candidate should have proven experience in mobile app development (iOS and Android), preferably using React Native or Flutter. Experience with payment processing, real-time communication, and location-based services is essential. We require a developer who delivers high-quality, well-documented code with a focus on user experience, performance, and security.",3,"['Product Management', 'In-App Purchases', 'iOS Development', 'Chat & Messaging Software', 'iOS', 'Smartphone', 'Swift', 'Mobile App Development', 'User Authentication', 'Android']",6,0.0,1.0,1.0,2900.0,0,5.0,0.0,5000.0,1,0,0,2900.0000000000005
android_developer,Glide App Developer Needed for Construction Punch List Tracking App,https://www.upwork.com/jobs/Glide-App-span-class-highlight-Developer-span-Needed-for-Construction-Punch-List-Tracking-App_~021898270966807111715/?referrer_url_path=/nx/search/jobs/,0,United States,"Job Overview:
I am developing a mobile app using Glide to track and document punch list items for construction projects. I have already started the project but have hit my capacity, so I am looking for an experienced Glide App developer to help bring it to the finish line.

This app will allow multiple types of users to create, manage, and track punch list items, ensuring quality work is completed before project closeout. The app will include photo/video documentation, user role-based permissions, status updates, reporting, and PDF export features.

I need a Glide expert who understands app development using relational databases, user permissions, file storage, and structured workflows.



***Project Scope & Key Requirements***
User Roles & Permissions:
- Admins – Manage all projects, oversee construction phases, assign users, and have the exclusive ability to delete projects and users.
- Construction Managers – Create projects, rooms, and punch list items; update item statuses with required photo/video documentation.
- Design Managers – Create punch list items but cannot update statuses.
- Clients – Temporary access (1-week) to add punch list items to an assigned project; cannot edit after submission.

Project & Room Structure:
- Projects contain multiple rooms.
- Each room can have multiple punch list items.

Punch List Item Workflow:
- Users create items by selecting project → room → ""Add Item"" button.
- Form entry includes Title, Description, and at least 1 Photo or Video (required).
- Default status on creation = OPEN.
- Each item includes date stamps for tracking updates.

Status Management & Updates:
- 4 Statuses: Open, In Progress, Needs Meeting, Completed.
- Construction Managers/Admins can update statuses via a dropdown.
- Each update requires at least one new photo or video for documentation.
- Status updates are recorded with timestamps for reporting.

Admin-Specific Privileges:
- Only Admins can delete projects and users.
- Admins can assign Design Managers to specific projects.
- Admins can create and assign Client users with a countdown timer for access expiration.

User Interface & Reporting:
- Users need a dashboard summary displaying all items by status.
- Ability to filter items based on project, room, or status.
- At project completion, export a PDF report with:
         - Project Address
         - All completed items
         - Initial and updated status photos/videos
         - Final completion status with timestamp

What I Need From You:
- Glide App development expertise (experience with complex relational data structures).
- Ability to structure and optimize data tables for performance (e.g., managing multiple photos/videos per item).
- Experience implementing conditional user permissions and filtering views.
- Knowledge of PDF report generation and email automation within Glide.
- Ability to implement Admin-only deletion controls for projects and users.
- Problem-solving skills to refine existing workflows where needed.

Project Deliverables:
- Fully functional Glide app with all user roles, permissions, and workflows.
- Status-based filtering system for easy navigation of punch list items.
- Proper data structure for storing multiple photos/videos per item.
- PDF report generation and email functionality.
- Admin-only controls for deleting projects and users.
- Testing & debugging to ensure a smooth user experience.



***How to Apply***
Please include:
- Your experience with Glide Apps and similar mobile development projects.
- Examples of database-heavy Glide apps you have built.
- Your estimated timeframe for completing this project.

Looking forward to collaborating with a skilled developer to finalize this app!",2,"['Product Management', 'AI Mobile App Development', 'In-App Purchases', 'iOS Development', 'Chat & Messaging Software', 'iOS', 'Mobile App', 'Smartphone', 'Swift', 'Mobile App Development', 'User Authentication', 'Android']",2,0.0,0.0,0.0,3900.0,2,3.0,3.0,22.5,0,1,0,3899.9999999999977
android_developer,Full-Stack Mobile Developer for Service Provider Platform,https://www.upwork.com/jobs/Full-Stack-Mobile-span-class-highlight-Developer-span-for-Service-Provider-Platform_~021898270816232943568/?referrer_url_path=/nx/search/jobs/,1,Mexico,"We're seeking an experienced full-stack mobile developer to build a comprehensive service provider application. This app will enable service professionals to manage their business operations, handle service requests, track projects, and process payments.

Key responsibilities include:

Developing a secure authentication system with profile management
Building professional profile and work settings functionality
Creating a robust service management system with media handling
Implementing request and job management features
Developing project tracking with evidence collection capabilities
Building a complete financial management system with banking integration
Creating a communication system between providers and clients
Ensuring app performance and successful deployment to app stores

The ideal candidate will have strong experience with React Native or Flutter, backend development, payment gateway integration, and geolocation services. Experience with service-based applications is highly preferred.",3,"['API', 'Node.js', 'Web Design', 'Full-Stack Development', 'API Integration', 'PHP', 'WordPress', 'Web Development', 'Ecommerce Website', 'JavaScript']",5,0.0,1.0,1.0,2900.0,0,5.0,0.0,5000.0,1,0,0,2900.0000000000005
android_developer,Low Latency Backend Development for VAPI Phone Ordering Agent,https://www.upwork.com/jobs/Low-Latency-Backend-span-class-highlight-Development-span-for-VAPI-Phone-Ordering-Agent_~021898270380763525072/?referrer_url_path=/nx/search/jobs/,1,United States,"We are seeking an experienced developer to create a low latency backend for our VAPI phone ordering agent, capable of handling anywhere from 100 to 1000 menu items. The ideal candidate will have a strong background in backend development, especially with performance optimization and API integration. You will work closely with our team to ensure seamless functionality and a smooth user experience. If you have a passion for building efficient systems and can deliver high-quality work promptly, we would love to hear from you.",3,"['PostgreSQL', 'API', 'Apex', 'Shopify', 'MoviePy', 'RESTful API', 'Python', 'Django', 'PHP', 'Smartphone', 'Scala', 'FFmpeg', 'Python Script', 'Ruby', 'Android']",3,0.0,0.0,0.0,10000.0,0,17.0,1.0,500.0,1,0,0,10000.00000000001
