track_name,title,url,job_type,client_location,description,min_budget,max_budget,fixed_price,experience_level,skills,proposals,interviewing,invites_sent,unanswered_invites,client_total_spent,duration,work_hours,hires,active,client_industry,client_type
android_developer,Website and Mobile App with Audio Capability Needed,https://www.upwork.com/jobs/Website-and-Mobile-App-with-Audio-Capability-Needed_~021898357209421266042/?referrer_url_path=/nx/search/jobs/,Hourly,United Kingdom,"I would like to build out a website and a mobile app (iOS and Android) that work together, hand in hand.

They will share the same database.

I want to create a website and mobile app which will teach people the Qaidah (A book which teaches them the basics of learning Arabic and the Quran).

I want this website/app to have recording and listening capabilities.

Here is how it works...

The user registers an account and is then presented with words and lessons.

He will be able to make a recording of his pronunciation for each word. That whole lesson will be saved and sent to me for correction. I will then be able to record my response in one file and send it back to him.

The user would record the words for every lesson, and the website would keep a record of their recordings, until I can come and check their recordings and then provide them some feedback (by audio file also).

This would be a membership site where I would need to charge people for my time for listening and correcting them. 

It would need a membership script where people can register an account and log in and continue their lessons.

Their own account will contain their own recordings and my responses.

The account area will display lessons in order, and they can progress from one lesson to the  
next.

I may even employ teachers who can listen to the recordings, and so the website/app has to have the ability to accommodate this.

There has to be a good way for them to record one word at a time, next to each of the words that I give them. So the layout has to be good.

Then the site should allow me to create responses next to that word too, both text and audio.

The layout of each lesson should be nice to look at.

Only when I click a button can they move on to the next lesson.

To avoid clogging the database with thousands of recordings, they should all be purged 10 days  
after they have been first listened to.

The same functionality that is on the website (for the user), it should also be on the mobile app.

My full requirements are written on Trello.

You can see it here: https://trello.com/b/cw5IFlI7/quran-pilot

Just read each card one at a time, in order.

Let me know how much it would cost me and how long it would take, if you are able to do it.

Let me know your lowest cost.

webkept",,,[''],Entry,"['C#', 'JavaScript', 'PHP', 'iOS', 'Python', 'Web Development', 'Mobile App Development', 'Haskell', 'Java', 'Android']",10 to 15,13.0,0.0,0.0,$1.4K,1-3 months,Less than 30 hrs/week,119.0,1.0,,
android_developer,Reverse Engineering an Android App | 🚀 URGENT,https://www.upwork.com/jobs/Reverse-Engineering-span-class-highlight-Android-span-App-URGENT_~021898356410852943907/?referrer_url_path=/nx/search/jobs/,Fixed-price,Bangladesh,"I need assistance in reverse engineering an Android app for DutchBros (https://www.dutchbros.com/). The goal is to uncover the hidden API endpoints that the app communicates with.

Problem:

    I can see some of the requests from the app, but other requests are not being tracked. It seems like there is an SSL pinning issue preventing the capture of these requests.

Requirements:

    Expertise in reverse engineering Android applications.
    Ability to bypass SSL pinning for the app.
    Identify and extract all API endpoints used by the app, including those not visible due to SSL pinning.
    Experience with tools like Frida, Objection, or any other methods for bypassing SSL pinning in Android apps.

Deliverables:

    A setup that bypasses the SSL pinning and allows full interception of the app's API requests.
    A list of all API endpoints the app communicates with.

If you're experienced in SSL pinning bypass and reverse engineering Android apps, please reach out and provide details of similar work you have done.

🚀URGENT HELP NEED",$200.00,,"['$200.00', '']",Intermediate,"['Google Play', 'Reverse Engineering', 'Tablet', 'iOS Development', 'Android App Development', 'iOS', 'Smartphone', 'Mobile App Development', 'User Authentication', 'Android']",5 to 10,4.0,9.0,2.0,$1.8K,,,10.0,1.0,Tech & IT,Small company (2-9 people)
android_developer,React Developer Needed to Build OTA Application,https://www.upwork.com/jobs/React-span-class-highlight-Developer-span-Needed-Build-OTA-Application_~021898356392924494970/?referrer_url_path=/nx/search/jobs/,Hourly,Denmark,"We are seeking a skilled React developer to create a robust Online Travel Agency (OTA) application. The ideal candidate will have experience in building dynamic, user-friendly interfaces and integrating APIs to provide seamless booking experiences. You will work closely with our team to bring our vision to life and ensure the application meets performance and usability standards. If you have a passion for travel and technology, we would love to hear from you!",$15.00,$35.00,"['$15.00', '$35.00', '']",Expert,"['Android', 'API', 'React', 'JavaScript']",50+,,0.0,0.0,$7.3K,1-3 months,Less than 30 hrs/week,9.0,3.0,,
android_developer,Encrypted Communication Application Development,https://www.upwork.com/jobs/Encrypted-Communication-Application-span-class-highlight-Development-span_~021898310630117312751/?referrer_url_path=/nx/search/jobs/,Fixed-price,Croatia,"We are seeking a skilled developer to create a secure and user-friendly encrypted communication application. The ideal candidate will have experience in building messaging platforms with robust encryption protocols to ensure user privacy and data security. Responsibilities include designing the application architecture, implementing end-to-end encryption, and conducting thorough testing. Candidates should be familiar with the latest security standards and best practices in app development. Join us in creating a reliable solution for secure communication!","$70,000.00",,"['$70,000.00', '']",Intermediate,"['Google Play', 'Tablet', 'iOS Development', 'Android App Development', 'iOS', 'Smartphone', 'Mobile App Development', 'User Authentication', 'C++', 'Android']",20 to 50,4.0,7.0,2.0,,,,,,Tech & IT,Small company (2-9 people)
android_developer,Convert Web App UI (v0.dev) to SwiftUI – Front-End Only,https://www.upwork.com/jobs/Convert-Web-App-dev-SwiftUI-Front-End-Only_~021898354407879845923/?referrer_url_path=/nx/search/jobs/,Fixed-price,GBR,"I have designed a photo storage app UI using v0.dev (React-based) and need a skilled iOS SwiftUI developer to manually recreate the front-end in SwiftUI. No backend integration is required at this stage—just a fully functional front-end UI that mirrors the web design.

✅Key Responsibilities ✅:
Convert the provided React UI (v0.dev) to SwiftUI with pixel-perfect accuracy.
Implement smooth animations, transitions, and scrolling behaviors (similar to Apple Photos).
Create a full-screen camera UI, album previews, and interactive albums.
Ensure adaptive design for different iPhone & iPad screen sizes.
Implement tab navigation, carousels, modals, and AI feature icons.
Use SwiftUI best practices to make the UI smooth and scalable.

✅Ideal Candidate ✅:
Expert in Swift & SwiftUI with a portfolio of visually rich iOS apps.
Experience in UI animation & transitions in SwiftUI.
Familiar with adaptive layouts & navigation controllers.
Previous experience in photo apps, gallery apps, or media-heavy UI (a plus).

✅What I’ll Provide ✅:
The full v0.dev design files (React-based).
A breakdown of each screen & component behaviour.",$150.00,,"['$150.00', '']",Intermediate,"['Google Play', 'Figma', 'Tablet', 'iOS Development', 'Adaptive & Responsive Design', 'Android App Development', 'UIKit', 'React', 'SwiftUI', 'iOS', 'Smartphone', 'Mobile App Development', 'User Authentication', 'Android']",5 to 10,0.0,2.0,2.0,$84,,,8.0,3.0,Tech & IT,Small company (2-9 people)
android_developer,No-code job-matching web app (Tinder-style swiping & chat),https://www.upwork.com/jobs/code-job-matching-web-app-Tinder-style-swiping-chat_~021898303979440146671/?referrer_url_path=/nx/search/jobs/,Fixed-price,Netherlands,"Title: No-code job-matching web app (Tinder-style swiping & chat)

Description:
I'm looking for an experienced no-code developer (e.g., Bubble.io, Adalo) to build an MVP for a job-matching platform. Job seekers and employers can find matches through a swipe-based system and chat directly.

Key Features:

- Profiles (for employers & job seekers)
- Swipe-matching (Tinder-style)
- Chat functionality for matched users
- Payment system (Stripe/Mollie) for €300/month subscriptions
- Privacy & GDPR-compliant (user data management, secure storage)

Requirements:

• No-code solution (Bubble.io or Adalo)

• Fast & user-friendly design (mobile-first approach)

• Well-structured hosting & database for scalability

Budget & Deadline:

Budget: €4,000 - €6,000
Deadline: Within 4 to 6 weeks

Please provide examples of similar projects in your response!

This keeps it concise and professional while attracting the right developers. Need any tweaks?","$3,000.00",,"['$3,000.00', '']",Expert,"['AI Model Integration', 'PHP', 'Web Design', 'WordPress', 'Web Development', 'Haskell', 'JavaScript', 'Mobile App Development']",10 to 15,2.0,4.0,2.0,,,,,,HR & Business Services,Small company (2-9 people)
android_developer,Unity Developer Needed to Fix Vimeo SDK Video Playback Bug,https://www.upwork.com/jobs/Unity-span-class-highlight-Developer-span-Needed-Fix-Vimeo-SDK-Video-Playback-Bug_~021898345912995097578/?referrer_url_path=/nx/search/jobs/,Fixed-price,United States,"We are seeking an experienced Unity developer to troubleshoot and fix a bug in our app that utilizes the Unity Vimeo SDK for video playback. Currently, the videos are not playing as expected, and we need someone who can identify the root cause and implement a solution efficiently. If you have a strong background in Unity development and are familiar with video SDKs, we want to hear from you. Please provide examples of similar issues you have resolved in the past.",$50.00,,"['$50.00', '']",Intermediate,"['Google Play', 'Tablet', 'iOS Development', 'Android App Development', 'User Authentication', 'iOS', 'Smartphone', 'Mobile App Development', 'Unity', 'Android']",5 to 10,1.0,5.0,3.0,$6.1K,,,60.0,4.0,Education,Small company (2-9 people)
android_developer,Flutter Developer Needed for Mobile App Development,https://www.upwork.com/jobs/Flutter-span-class-highlight-Developer-span-Needed-for-Mobile-App-span-class-highlight-Development-span_~021898341088080310224/?referrer_url_path=/nx/search/jobs/,Fixed-price,India,"We are seeking a skilled Flutter developer to assist in the development of our mobile application. The ideal candidate will have experience in creating high-performance, user-friendly apps using Flutter. You will collaborate with our design and product teams to bring innovative ideas to life. If you have a passion for mobile development and a strong understanding of Dart, we’d love to hear from you!",$100.00,,"['$100.00', '']",Intermediate,"['Google Play', 'Tablet', 'iOS Development', 'Android App Development', 'iOS', 'Smartphone', 'Flutter', 'Mobile App Development', 'User Authentication', 'Android']",5 to 10,0.0,0.0,0.0,,,,,,Real Estate,Individual client
android_developer,Developer Needed for Customizing & Integrating a Sudoku Game,https://www.upwork.com/jobs/span-class-highlight-Developer-span-Needed-for-Customizing-amp-Integrating-Sudoku-Game_~021898344682196185040/?referrer_url_path=/nx/search/jobs/,Hourly,Cyprus,"I am looking for a developer to customize an existing open-source Sudoku game and integrate it into a larger puzzle game platform. The game should have three difficulty levels (Easy, Medium, Hard) and include a Daily Challenge mode with a new puzzle each day.

Project Details:

- The game should be sourced from an open-source project (GitHub or similar) and modified to meet the required features.
- It must be fully responsive and optimized for both desktop and mobile users.
- The game should be designed to be easily integrated into an existing gaming platform.
- Monetization will be introduced in phases, starting as an ads-free experience, with subscriptions and ads added later.

Key Features & Requirements:

-Customization of an existing Sudoku game
-Three difficulty levels (Easy, Medium, Hard)
-Daily Challenge mode with unique puzzles each day
-Smooth and user-friendly gameplay across all devices
-UI improvements to match the design of the platform
-Performance optimization for fast loading times
-Future support for ads and subscription-based monetization
-Integration-ready structure for seamless platform compatibility

What I Need From You:

-A quote per feature to assess costs accurately.
-Estimated time frame for development and integration.
-Experience with HTML5/JavaScript-based web games and modifying existing game logic.
-Understanding of game monetization strategies (optional but preferred).

This project is a key part of a larger puzzle game platform, so clean and scalable code is essential. If you have experience working with open-source games and integrating them into a broader system, I’d love to hear from you.",$25.00,$50.00,"['$25.00', '$50.00', '']",Expert,"['C#', 'Mobile Game', 'Game Development', 'Personal Computer', 'MySQL', 'iOS', 'Smartphone', 'Unity', 'Android']",5 to 10,2.0,0.0,0.0,$1.9K,1-3 months,More than 30 hrs/week,10.0,1.0,Media & Entertainment,Individual client
android_developer,Experienced Full-Stack App Developer with AI,https://www.upwork.com/jobs/Experienced-Full-Stack-App-span-class-highlight-Developer-span-with_~021898344064891105232/?referrer_url_path=/nx/search/jobs/,Fixed-price,Lebanon,"This job is only for new Entry-level freelancers in app development. I am looking for a skilled and experienced full-stack mobile app developer who is fluent in Arabic. The developer will be responsible for building a mobile app that integrates AI, supports subscriptions, and includes various additional features.

Key Requirements:

Expertise in full-stack development for mobile apps (iOS/Android)
Experience integrating AI technologies into mobile apps
Ability to implement subscription-based models
Proficiency in both frontend and backend development
Availability to work and deliver within a tight timeline (completion required in under 1 month)
Fluent in Arabic and able to communicate effectively",$175.00,,"['$175.00', '']",Intermediate,"['Google Play', 'Tablet', 'iOS Development', 'Android App Development', 'iOS', 'Smartphone', 'Mobile App Development', 'User Authentication', 'Android']",Less than 5,1.0,1.0,1.0,,,,2.0,2.0,,
android_developer,Flutter App Code Review for Subscription Management,https://www.upwork.com/jobs/Flutter-App-Code-Review-for-Subscription-Management_~021898340830404619242/?referrer_url_path=/nx/search/jobs/,Fixed-price,Netherlands,"We are seeking an experienced Flutter app reviewer to analyze our subscription management application. Your role will involve a thorough review of the codebase, ensuring consistency, performance, and adherence to best practices. Your insights will be invaluable in identifying areas for improvement and optimizing the app for better user experience. If you have a strong background in Flutter development and a keen eye for detail, we want to hear from you!",$250.00,,"['$250.00', '']",Intermediate,"['Google Play', 'Tablet', 'iOS Development', 'Android App Development', 'iOS', 'Smartphone', 'Flutter', 'Mobile App Development', 'User Authentication', 'Review or Feedback Collection', 'Android']",20 to 50,0.0,0.0,0.0,$22K,,,14.0,5.0,Finance & Accounting,Individual client
android_developer,App Development Using Whisper and ChatGPT,https://www.upwork.com/jobs/App-span-class-highlight-Development-span-Using-Whisper-and-ChatGPT_~021898336819356774352/?referrer_url_path=/nx/search/jobs/,Hourly,Israel,"I am looking for a developer to build a Hebrew AI-powered mobile and web app for audio transcription and summarization. The app should allow users to record or upload audio files, transcribe them using Whisper Large v2, generate structured summaries, and track recurring topics in a personal insights panel.",$15.00,$50.00,"['$15.00', '$50.00', '']",Intermediate,"['Google Play', 'Tablet', 'iOS Development', 'Android App Development', 'iOS', 'Smartphone', 'Mobile App Development', 'User Authentication', 'Android']",15 to 20,7.0,10.0,3.0,,1-3 months,Less than 30 hrs/week,,,Health & Fitness,Individual client
android_developer,Expo Chess AI - connect managed Expo app to C++ native chess AI code,https://www.upwork.com/jobs/Expo-Chess-connect-managed-Expo-app-native-chess-code_~021898335609095404666/?referrer_url_path=/nx/search/jobs/,Fixed-price,Australia,"I'm working on a new chess AI mobile app (www.smallchess.com). I have the UI app on React Native Typescript, and AI chess engine in C++ (no chess AI is done in JavaScript).

I have a running managed mobile Expo app for the chess AI on both iOS/Android in React Native. I want to connect my app to a custom C++ code. Precisely, the C++ code will run as an infinite while loop, the goal is to communicate from the Expo React Native code with this C++ while loop.

It should be possible with an Object-C native module bridge.  Please check the attachment for a high level description.

If you're interested in learning how chess AI works - please come! I can show you how to integrate a chess AI into a production ready mobile app.",$20.00,,"['$20.00', '']",Intermediate,"['Google Play', 'Tablet', 'React Native', 'Android App Development', 'iOS Development', 'iOS', 'Smartphone', 'Mobile App Development', 'User Authentication', 'Android']",Less than 5,0.0,0.0,0.0,,,,1.0,1.0,Engineering & Architecture,Individual client
android_developer,Backend & API Setup for a Completed Dating App – $250 Fixed Price,https://www.upwork.com/jobs/Backend-API-Setup-for-Completed-Dating-App-250-Fixed-Price_~021898334807276496931/?referrer_url_path=/nx/search/jobs/,Fixed-price,United Kingdom,"Backend & API Setup for a Completed Dating App – $250 Fixed Price (Non-Negotiable)
We are Nelstrick Tech, an emerging startup tech company with exciting projects on the horizon. Right now, we’re looking for a highly skilled and self-sufficient developer to finalize the backend and technical aspects of our dating app. The design is already completed, so your focus will be on ensuring the app functions flawlessly.

What We Need from You:
✅ Backend/API Integration – Set up and optimize the app’s backend for smooth performance
✅ Subscription Implementation – Monthly recurring payment of £4.99 with a 3-day free trial
✅ User Actions & Interactions – Ensure all features work as they should
✅ Final Testing & Debugging – Conduct thorough checks before the official launch

Why Join Us?
🔹 We are a startup with multiple tech projects in the pipeline—this could lead to more opportunities for the right candidate
🔹 Work on an app with a unique niche and strong potential for growth
🔹 No unnecessary design work—just technical implementation and optimization

Important Details (READ BEFORE APPLYING):
💰 Fixed price: $250 – This is FINAL and NON-NEGOTIABLE. If your rate is higher, please do not apply.
🛠 The app is built on FlutterFlow – you will have full access
🚀 We need someone who works independently and is a strong problem solver

Before Applying:
We’ve provided clear and detailed instructions on this project, so please read everything carefully before submitting a proposal. If you have any specific questions, feel free to ask—but avoid asking for details already covered in this post.

If you’re confident in your abilities, can work within the stated budget, and want to be part of a growing tech company, we’d love to hear from you! 🚀",$250.00,,"['$250.00', '']",Expert,"['Google Play', 'API', 'Hybrid App Development', 'Tablet', 'iOS Development', 'Android App Development', 'API Integration', 'Mobile App Development', 'iOS', 'Smartphone', 'Web Development', 'User Authentication', 'Android']",10 to 15,0.0,0.0,0.0,$110,,,2.0,0.0,,
android_developer,Looking for a Developer to Install & Customize Codecanyon Android & iOS Apps,https://www.upwork.com/jobs/Looking-for-span-class-highlight-Developer-span-Install-amp-Customize-Codecanyon-span-class-highlight-Android-span-amp-iOS-Apps_~021898333601672670186/?referrer_url_path=/nx/search/jobs/,Hourly,IND,"We are looking for an experienced mobile app developer to install, configure, and customize Codecanyon scripts for Android and iOS. The selected freelancer should have experience deploying Flutter, React Native, or Native Android/iOS apps and ensuring they function properly.

Key Responsibilities:
Install and set up Android & iOS apps from Codecanyon.
Configure Firebase, APIs, and backend (if required).
Customize branding (logo, colors, app name, etc.).
Generate and provide APK, AAB (for Play Store), and IPA (for App Store) builds.
Set up push notifications, payment gateways, and any third-party integrations.
Fix any installation issues and optimize performance.
Assist with Play Store and App Store submissions (if needed).
Requirements:
Experience with Flutter, React Native, Java (Android), or Swift (iOS).
Familiarity with Firebase setup (FCM, Firestore, Authentication, etc.).
Strong understanding of Google Play Console & Apple Developer Account submission processes.
Experience with REST APIs, third-party SDKs, and payment integrations (Stripe, PayPal, Razorpay, etc.).
Ability to troubleshoot and resolve errors during deployment.
Preferred Qualifications:
Experience modifying app UI and functionalities.
Previous successful deployments of Codecanyon scripts.
Knowledge of Xcode, Android Studio, and app signing.
Understanding of App Store & Play Store guidelines.
How to Apply:
Share your previous experience with deploying Codecanyon apps.
Mention the technologies and platforms you are comfortable working with.
Provide examples of apps you’ve successfully installed and customized.
Let us know your estimated timeline for installation and setup.",$5.00,$12.00,"['$5.00', '$12.00', '']",Expert,"['PHP', 'Web Design', 'Web Development', 'WordPress', 'Haskell', 'JavaScript']",Less than 5,0.0,0.0,0.0,$35,1-3 months,Less than 30 hrs/week,1.0,0.0,Tech & IT,Individual client
android_developer,Android applications want to hosting who can do this,https://www.upwork.com/jobs/span-class-highlight-Android-span-applications-want-hosting-who-can-this_~021898279032987725776/?referrer_url_path=/nx/search/jobs/,Fixed-price,India,"hello

i need mobile app developer for my app uploding task i want to uplod 3 apps and all are developed and tested only need to uplod play market this all applications are unity game and sports tools app.

for this project i will create 3 milestone each milestone will be 30$

this job can complete in one day

thanks",$90.00,,['$90.00'],Expert,['Android App Development'],,,,,,,,,,,
